id,Ten_KH,Ten_TV,Mo_ta,idHo
61859948267dc912d02a4d6c,Oreocnide,,,618595fb267dc912d02a46a2
61859948267dc912d02a4d6d,Oreogrammitis,,,618595fb267dc912d02a4656
61859948267dc912d02a4d6e,Ormocarpum,,,618595fb267dc912d02a462b
61859948267dc912d02a4d6f,Ormosia,,,618595fb267dc912d02a46e2
61859948267dc912d02a4d70,Ornithoboea,,Chi Ornithoboea được mô tả lần đầu tiên bởi Parish (1883) và được Burtt xem xét lại lần cuối vào năm 1958. Chi này gồm có 10 loài và một trong số đó là loài Ornithoboea leptonema B.L.Burtt. đã được Burtt mô tả ở miền Bắc Việt Nam.,618595fb267dc912d02a469c
61859948267dc912d02a4d71,Ornithochilus,,,618595fb267dc912d02a4624
61859948267dc912d02a4d72,Oropetium,,,618595fb267dc912d02a4624
61859948267dc912d02a4d73,Orophea,,,618595fb267dc912d02a462b
61859948267dc912d02a4d74,Oroxylum,,,618595fb267dc912d02a4680
61859948267dc912d02a4d75,Orthosiphon,,,618595fb267dc912d02a4696
61859948267dc912d02a4d76,Oryza,,,618595fb267dc912d02a46e0
61859948267dc912d02a4d77,Osbeckia,,,618595fb267dc912d02a46f8
61859948267dc912d02a4d78,Osbornia,Bát nha,,618595fb267dc912d02a4647
61859948267dc912d02a4d79,Osmanthus,,,618595fb267dc912d02a4696
61859948267dc912d02a4d7a,Osmelia,,,618595fb267dc912d02a4662
61859948267dc912d02a4d7b,Osmunda,,,618595fb267dc912d02a4670
61859948267dc912d02a4d7c,Ostodes,,,618595fb267dc912d02a467b
61859948267dc912d02a4d7d,Ostryopsis,,,618595fb267dc912d02a4626
61859948267dc912d02a4d7e,Osyricera,,,618595fb267dc912d02a4682
61859948267dc912d02a4d7f,Osyris,,,618595fb267dc912d02a4623
61859948267dc912d02a4d80,Otochilus,,,618595fb267dc912d02a46f7
61859948267dc912d02a4d81,Ottelia,,,618595fb267dc912d02a4680
61859948267dc912d02a4d82,Ottochloa,,,618595fb267dc912d02a46b5
61859948267dc912d02a4d83,Oxalis,,,618595fb267dc912d02a4680
61859948267dc912d02a4d84,Oxyceros,,,618595fb267dc912d02a463b
61859948267dc912d02a4d85,Oxyspora,,,618595fb267dc912d02a4696
61859948267dc912d02a4d86,Oxystelma,,,618595fb267dc912d02a4683
61859948267dc912d02a4d87,Pachira,,,618595fb267dc912d02a46ae
61859948267dc912d02a4d88,Pachylarnax,,,618595fb267dc912d02a4662
61859948267dc912d02a4d89,Pachyptera,,,618595fb267dc912d02a46ea
61859948267dc912d02a4d8a,Pachyrhizus,,,618595fb267dc912d02a46fb
61859948267dc912d02a4d8b,Pachystoma,,,618595fb267dc912d02a4659
61859948267dc912d02a4d8c,Pachystylidium,,,618595fb267dc912d02a46f8
61859948267dc912d02a4d8d,Paederia,,,618595fb267dc912d02a4624
61859948267dc912d02a4d8e,Paeonia,Bạch thược,,618595fb267dc912d02a4680
61859948267dc912d02a4d8f,Palaquium,,,618595fb267dc912d02a4623
61859948267dc912d02a4d90,Paliurus,,,618595fb267dc912d02a46ae
61859948267dc912d02a4d91,Panax,,,618595fb267dc912d02a4684
61859948267dc912d02a4d92,Pancratium,,,618595fb267dc912d02a46b7
61859948267dc912d02a4d93,Pandanus,,,618595fb267dc912d02a46aa
61859948267dc912d02a4d94,Panicum,,,618595fb267dc912d02a46e6
61859948267dc912d02a4d95,Panisea,,,618595fb267dc912d02a46db
61859948267dc912d02a4d96,Pantadenia,,,618595fb267dc912d02a4685
61859948267dc912d02a4d97,Papaver,Á phiến,,618595fb267dc912d02a4696
61859948267dc912d02a4d98,Paphiopedilum,,,618595fb267dc912d02a4680
61859948267dc912d02a4d99,Papilionanthe,,,618595fb267dc912d02a4623
61859948267dc912d02a4d9a,Parabaena,,,618595fb267dc912d02a4686
61859948267dc912d02a4d9b,Parabarium,,,618595fb267dc912d02a4680
61859948267dc912d02a4d9c,Paraboea,,,618595fb267dc912d02a4680
61859948267dc912d02a4d9d,Paracoffea,Cà phê dại,,618595fb267dc912d02a4664
61859948267dc912d02a4d9e,Paradina,Giam,,618595fb267dc912d02a46e2
61859948267dc912d02a4d9f,Paragramma,,,618595fb267dc912d02a462b
61859948267dc912d02a4da0,Paragrewia,,,618595fb267dc912d02a46ae
61859948267dc912d02a4da1,Paralamium,,,618595fb267dc912d02a46ae
61859948267dc912d02a4da2,Parameria,,,618595fb267dc912d02a469c
61859948267dc912d02a4da3,Paramichelia,,,618595fb267dc912d02a46d9
61859948267dc912d02a4da4,Paramignya,,,618595fb267dc912d02a4647
61859948267dc912d02a4da5,Paramucuna,,,618595fb267dc912d02a46e2
61859948267dc912d02a4da6,Paranephelium,,,618595fb267dc912d02a4659
61859948267dc912d02a4da7,Paraphlomis,,,618595fb267dc912d02a46b0
61859948267dc912d02a4da8,Parapteroceras,,,618595fb267dc912d02a4624
61859948267dc912d02a4da9,Pararuellia,,,618595fb267dc912d02a46b6
61859948267dc912d02a4daa,Parashorea,,,618595fb267dc912d02a4647
61859948267dc912d02a4dab,Parathelypteris,,,618595fb267dc912d02a4680
61859948267dc912d02a4dac,Parietaria,,,618595fb267dc912d02a46f7
61859948267dc912d02a4dad,Parinari,,,618595fb267dc912d02a4613
61859948267dc912d02a4dae,Paris,Bảy lá một hoa,,618595fb267dc912d02a46d6
61859948267dc912d02a4daf,Parkeria,Gạc nai,,618595fb267dc912d02a46e2
61859948267dc912d02a4db0,Parkinsonia,,,618595fb267dc912d02a46b8
61859948267dc912d02a4db1,Parochetus,,,618595fb267dc912d02a4661
61859948267dc912d02a4db2,Parsonsia,,,618595fb267dc912d02a46b4
61859948267dc912d02a4db3,Parthenium,,,618595fb267dc912d02a46a3
61859948267dc912d02a4db4,Parthenocissus,,,618595fb267dc912d02a4624
61859948267dc912d02a4db5,Parvatia,,,618595fb267dc912d02a46e2
61859948267dc912d02a4db6,Paspalum,,,618595fb267dc912d02a46ee
61859948267dc912d02a4db7,Passiflora,,,618595fb267dc912d02a46e7
61859948267dc912d02a4db8,Patrina,,,618595fb267dc912d02a4648
61859948267dc912d02a4db9,Patrinia,,,618595fb267dc912d02a4696
61859948267dc912d02a4dba,Pauldopia,,,618595fb267dc912d02a4687
61859948267dc912d02a4dbb,Paulownia,,,618595fb267dc912d02a46e3
61859948267dc912d02a4dbc,Pavetta,,,618595fb267dc912d02a46e3
61859948267dc912d02a4dbd,Paviesia,,,618595fb267dc912d02a46f8
61859948267dc912d02a4dbe,Pavonia,,,618595fb267dc912d02a46be
61859948267dc912d02a4dbf,Payena,,,618595fb267dc912d02a46ae
61859948267dc912d02a4dc0,Pecteilis,,,618595fb267dc912d02a46b6
61859948267dc912d02a4dc1,Pedicularis,,,618595fb267dc912d02a465b
61859948267dc912d02a4dc2,Pedilanthus,,,618595fb267dc912d02a46b7
61859948267dc912d02a4dc3,Pegia,,,618595fb267dc912d02a4680
61859948267dc912d02a4dc4,Pelargonium,,,618595fb267dc912d02a46be
61859948267dc912d02a4dc5,Pelatantheria,,,618595fb267dc912d02a4623
61859948267dc912d02a4dc6,Peliosanthes,,,618595fb267dc912d02a46dc
61859948267dc912d02a4dc7,Pellacalyx,,"Pellacalyx KorthalsCây gỗ. Các lá kèm thẳng, rời nhau, xếp tỏa hình sao ở đỉnh cành. Lá mọc đối hay mọc vòng; mép lá nguyên hoặc có răng nhỏ. Các hoa họp thành dạng chùm, hoặc phân nhánh, có lá bắc con. Thùy đài 3-7. Thùy tràng nhiều bằng thùy đài, mặt ngoài có lông, đỉnh có răng hay xẻ tua rua. Các nhị gắn với miệng của ống đài, số lượng nhị gấp 2 lần số cánh hoa, chiều dài không bằng nhau; bao phấn gần hình cầu, 4 ô, mở dọc. Bầu hạ, 5-10 ô; mỗi ô mang 8-25 noãn; vòi nhụy có lông; đầu nhụy dạng đĩa hay hình đầu, phân thùy không rõ. Quả mọng, gần hình cầu. Hạt nhiều; có nội nhũ, phôi dạng sợi.Trên thế giới, có 7-8 loài phân bố ở Trung Quốc, In-đô-nê-xi-a, Phi-líp-pin, Ma-lai-xi-a, Thái Lan và nay chúng tôi xác định có mặt ở Việt Nam.Trong họ Rhizophoraceae, chi Pellacalyx và Carallia phân biệt với các chi khác bởi nơi sống và cách thức nảy mầm của hạt. Các chi khác sống ở nơi ngập mặn và hạt nảy mầm trong khi gắn với cây bố mẹ còn 2 chi này không sống ở nơi có điều kiện như vậy và hạt không nảy mầm khi gắn với cây bố mẹ.Ở Việt Nam, đây là lần đầu tiên chi chúng tôi khẳng định sự có mặt của chi Pellacalyx ở Việt Nam. Chi này ở Việt Nam, cho đến nay, chi Pellacalyx có 1 loài Pellacalyx yunnanensis H. H. Hu.",618595fb267dc912d02a462a
61859948267dc912d02a4dc8,Pellaea,,,618595fb267dc912d02a4680
61859948267dc912d02a4dc9,Pellionia,,,618595fb267dc912d02a46c0
61859948267dc912d02a4dca,Peltophorum,,,618595fb267dc912d02a46ab
61859948267dc912d02a4dcb,Pemphis,Bằng phi,Pemphis J.R.Forst & G.Forst ,618595fb267dc912d02a46fb
61859948267dc912d02a4dcc,Pennilabium,,,618595fb267dc912d02a46e2
61859948267dc912d02a4dcd,Pennisetum,,,618595fb267dc912d02a46a3
61859948267dc912d02a4dce,Pentace,,,618595fb267dc912d02a4658
61859948267dc912d02a4dcf,Pentanema,,,618595fb267dc912d02a4680
61859948267dc912d02a4dd0,Pentapanax,,,618595fb267dc912d02a4696
61859948267dc912d02a4dd1,Pentapetes,,,618595fb267dc912d02a46d9
61859948267dc912d02a4dd2,Pentaphragma,,,618595fb267dc912d02a46ee
61859948267dc912d02a4dd3,Pentaphylax,,,618595fb267dc912d02a46e6
61859948267dc912d02a4dd4,Pentaphyllax,Ngũ mạc,"xóa chi này đi, tên viết sai",618595fb267dc912d02a46ca
61859948267dc912d02a4dd5,Pentasachme,,,618595fb267dc912d02a4689
61859948267dc912d02a4dd6,Pentasacme,,,618595fb267dc912d02a468a
61859948267dc912d02a4dd7,Pentaspadon,,,618595fb267dc912d02a468a
61859948267dc912d02a4dd8,Pentatropis,,,618595fb267dc912d02a46ea
61859948267dc912d02a4dd9,Penthorum,Xà căn,,618595fb267dc912d02a46ea
61859948267dc912d02a4dda,Peperomia,,,618595fb267dc912d02a46dc
61859948267dc912d02a4ddb,Pereskia,,,618595fb267dc912d02a46ea
61859948267dc912d02a4ddc,Pericampilus,,,618595fb267dc912d02a468b
61859948267dc912d02a4ddd,Perilla,,,618595fb267dc912d02a4690
61859948267dc912d02a4dde,Periploca,,,618595fb267dc912d02a46a2
61859948267dc912d02a4ddf,Peripterygium,,,618595fb267dc912d02a4664
61859948267dc912d02a4de0,Peristrophe,,,618595fb267dc912d02a4647
61859948267dc912d02a4de1,Peristylus,,,618595fb267dc912d02a46ea
61859948267dc912d02a4de2,Perotis,,,618595fb267dc912d02a46ab
61859948267dc912d02a4de3,Persea,,,618595fb267dc912d02a46f7
61859948267dc912d02a4de4,Persica,,,618595fb267dc912d02a4680
61859948267dc912d02a4de5,Persicara,,,618595fb267dc912d02a4696
61859948267dc912d02a4de6,Petasites,,,618595fb267dc912d02a4648
61859948267dc912d02a4de7,Petelotiella,,,618595fb267dc912d02a46ad
61859948267dc912d02a4de8,Petrea,,,618595fb267dc912d02a469b
61859948267dc912d02a4de9,Petrocosmea,,,618595fb267dc912d02a46ee
61859948267dc912d02a4dea,Petrosavia,Vô diệp liên,"Perennial mycoheterotrophic, whitish, pale yellowish or creamy (brownish when dried), glabrous herbs. Rhizome scaly, slender. Leaves scaly, membraneous, ovoid to deltoid, with more or less attenuate tip and a sheathing base, and entire margin. Lower leaves densely arranged, appressed to stem; upper leaves distant, loose. Inflorescence a raceme or corymb/umbel, terminal, bracteate and bracteolate. Flower-subtending bracts lanceolate, longer or equal to pedicels in the older buds and beginning of anthesis but much shorter in fruits due to pedicel elongation. Bracteoles well-detectable, located at the pedicel base, shorter than flower-subtending bracts. Flowers erect, bisexual. Perianth biseriate, persistent; tepals 3 in each whorl, erect in the beginning of anthesis, spreading in fruits, the outer tepals 1.5–2.0 times shorter and much narrower than the inner, do not touch each other in bud, the inner tepals erect, inserted higher up than the outer, deltoid-triangular, valvate. Stamens 6, shorter than the inner tepals; outer stamens slightly fused to carpels and inner ones fused to inner tepals by their filament bases; filaments subulate; anthers ovoid, basifixed, dithecal, tetrasporangiate. Carpels 3, sessile, united up to 1/2 of the ovary length. Ovary semi-inferior, 3-locular in syncarpous region; ovary bowl as long as inner tepals at anthesis. Styles short, recurved or more or less erect, hollow, sealed by secretion in their upper part; stigmas capitate, facing outwards. Septal necta- ries interlocular. Ovules numerous, with funicular obturator. Capsule hemisyncarpous, follicular; each carpel dehiscing along ventral slit and dorsal vein. Seeds brownish, elliptic to oblong, with a hyaline wing around the seed body, numer- ous, dusty, longitudinally striated, embryo minute and underdifferentiated. The genus Petrosavia has two species distributed in Japan, China, Taiwan, Myanmar, Thailand, Vietnam, Malaysia, Indonesia. Within the territory of Vietnam, both of them are reported. The species of this genus occur on forest floor at 0–2300 m a.s.l.",618595fb267dc912d02a46e2
61859948267dc912d02a4deb,Petroselinum,,,618595fb267dc912d02a46e4
61859948267dc912d02a4dec,Petunia,,,618595fb267dc912d02a462b
61859948267dc912d02a4ded,Phacellaria,,,618595fb267dc912d02a4672
61859948267dc912d02a4dee,Phacelurus,,,618595fb267dc912d02a46e1
61859948267dc912d02a4def,Phaeanthus,,,618595fb267dc912d02a46c3
61859948267dc912d02a4df0,Phaius,,,618595fb267dc912d02a46b5
61859948267dc912d02a4df1,Phalaenopsis,,,618595fb267dc912d02a4696
61859948267dc912d02a4df2,Phalaris,,,618595fb267dc912d02a46e0
61859948267dc912d02a4df3,Pharbitis,,,618595fb267dc912d02a4680
61859948267dc912d02a4df4,Phaseolus,,,618595fb267dc912d02a4680
61859948267dc912d02a4df5,Phaulopsis,,,618595fb267dc912d02a4696
61859948267dc912d02a4df6,Philodendron,,,618595fb267dc912d02a46c1
61859948267dc912d02a4df7,Philydrum,Đuôi lươn,,618595fb267dc912d02a4624
61859948267dc912d02a4df8,Phlogacanthus,,,618595fb267dc912d02a46f7
61859948267dc912d02a4df9,Phlox,Phước,,618595fb267dc912d02a46bf
61859948267dc912d02a4dfa,Phoebe,,,618595fb267dc912d02a468c
61859948267dc912d02a4dfb,Phoenix,,,618595fb267dc912d02a46f7
61859948267dc912d02a4dfc,Pholidota,,,618595fb267dc912d02a4699
61859948267dc912d02a4dfd,Photinia,,,618595fb267dc912d02a4649
61859948267dc912d02a4dfe,Phragmites,,,618595fb267dc912d02a46e8
61859948267dc912d02a4dff,Phreatia,,,618595fb267dc912d02a4680
61859948267dc912d02a4e00,Phryma,,,618595fb267dc912d02a46ad
61859948267dc912d02a4e01,Phrynium,,,618595fb267dc912d02a4696
61859948267dc912d02a4e02,Phyla,,,618595fb267dc912d02a4680
61859948267dc912d02a4e03,Phylacium,,,618595fb267dc912d02a468d
61859948267dc912d02a4e04,Phyllagathis,,,618595fb267dc912d02a465c
61859948267dc912d02a4e05,Phyllanthus,,,618595fb267dc912d02a46e4
61859948267dc912d02a4e06,Phyllocyclus,Cỏ xuyên lá,"Phyllocyclus Kurz.Cỏ một hay nhiều năm, mọc thẳng đứng, nhẵn. Lá mọc đối; lá trên thân dính liền và có thân xuyên qua giữa giống như các lá hoa. Cụm hoa ở nách lá, xim, có ít hoa, xếp thưa. Hoa mẫu 5 (trừ đài có khi mẫu 4), không có lá hoa nhỏ; cánh hoa đối xứng toả tròn, hợp ở dưới, hình lọ hay phễu, dài hơn thuỳ tự do ở trên. Nhị đực đính trên cùng một mức, ở giữa hay nửa trên của ống tràng, có chỉ nhị loe rộng ở gốc. Bầu 1 ô. Quả khô tự mở bởi 2 mảnh.Chi gồm có 5 loài, phân bố ở Mianma (2 loài), Thái Lan (1 loài), Lào (2 loài), Trung Quốc (1 loài) và Việt Nam (1 loài). Thường rất hiếm gặp",618595fb267dc912d02a4624
61859948267dc912d02a4e07,Phyllodium,,,618595fb267dc912d02a4662
61859948267dc912d02a4e08,Phyllostachys,,,618595fb267dc912d02a4623
61859948267dc912d02a4e09,Phymatosorus,,,618595fb267dc912d02a4629
61859948267dc912d02a4e0a,Physalis,,,618595fb267dc912d02a4624
61859948267dc912d02a4e0b,Phytocrene,,,618595fb267dc912d02a4696
61859948267dc912d02a4e0c,Phytolacca,Thương lục,,618595fb267dc912d02a469c
61859948267dc912d02a4e0d,Picrasma,,,618595fb267dc912d02a46c3
61859948267dc912d02a4e0e,Picria,,,618595fb267dc912d02a463f
61859948267dc912d02a4e0f,Picris,,,618595fb267dc912d02a468e
61859948267dc912d02a4e10,Pieris,,,618595fb267dc912d02a46c0
61859948267dc912d02a4e11,Pierranthus,,,618595fb267dc912d02a46be
61859948267dc912d02a4e12,Pilea,,,618595fb267dc912d02a46ee
61859948267dc912d02a4e13,Pileostegia,,,618595fb267dc912d02a4672
61859948267dc912d02a4e14,Pimpinella,,,618595fb267dc912d02a46be
61859948267dc912d02a4e15,Pinanga,,,618595fb267dc912d02a46e2
61859948267dc912d02a4e16,Pinus,,,618595fb267dc912d02a463a
61859948267dc912d02a4e17,Piper,,,618595fb267dc912d02a46e1
61859948267dc912d02a4e18,Piperopteris,,,618595fb267dc912d02a46e8
61859948267dc912d02a4e19,Pistacia,,,618595fb267dc912d02a468f
61859948267dc912d02a4e1a,Pistia,,,618595fb267dc912d02a4690
61859948267dc912d02a4e1b,Pisum,,,618595fb267dc912d02a4654
61859948267dc912d02a4e1c,Pitecolobium,,,618595fb267dc912d02a46dc
61859948267dc912d02a4e1d,Pittosporopsis,,,618595fb267dc912d02a46bf
61859948267dc912d02a4e1e,Pittosporum,,,618595fb267dc912d02a4624
61859948267dc912d02a4e1f,Pityrograma,,,618595fb267dc912d02a4666
61859948267dc912d02a4e20,Placobium,,,618595fb267dc912d02a463f
61859948267dc912d02a4e21,Plagiogyra,,,618595fb267dc912d02a4691
61859948267dc912d02a4e22,Plagiogyria,,,618595fb267dc912d02a46fb
61859948267dc912d02a4e23,Plagispetalum,,,618595fb267dc912d02a4624
61859948267dc912d02a4e24,Planchonella,,,618595fb267dc912d02a4692
61859948267dc912d02a4e25,Plantago,,,618595fb267dc912d02a4692
61859948267dc912d02a4e26,Plantanus,,,618595fb267dc912d02a4662
61859948267dc912d02a4e27,Platanthera,,,618595fb267dc912d02a46b7
61859948267dc912d02a4e28,Platanus,,,618595fb267dc912d02a4693
61859948267dc912d02a4e29,Platea,,,618595fb267dc912d02a4694
61859948267dc912d02a4e2a,Platycarya,,,618595fb267dc912d02a4680
61859948267dc912d02a4e2b,Platycerium,,,618595fb267dc912d02a4694
61859948267dc912d02a4e2c,Platycodon,,,618595fb267dc912d02a463f
61859948267dc912d02a4e2d,Plectocomia,,,618595fb267dc912d02a4645
61859948267dc912d02a4e2e,Plectocomiopsis,,,618595fb267dc912d02a469c
61859948267dc912d02a4e2f,Plectranthus,,,618595fb267dc912d02a46a6
61859948267dc912d02a4e30,Pleiblastus,,,618595fb267dc912d02a46e8
61859948267dc912d02a4e31,Pleioblastus,,,618595fb267dc912d02a46e8
61859948267dc912d02a4e32,Pleiogynium,,,618595fb267dc912d02a4647
61859948267dc912d02a4e33,Pleione,,,618595fb267dc912d02a4696
61859948267dc912d02a4e34,Pleocnemia,,,618595fb267dc912d02a4696
61859948267dc912d02a4e35,Pluchea,,,618595fb267dc912d02a46dc
61859948267dc912d02a4e36,Plumbago,,,618595fb267dc912d02a4680
61859948267dc912d02a4e37,Plumeria,,,618595fb267dc912d02a4615
61859948267dc912d02a4e38,Pneumatopteris,,,618595fb267dc912d02a46ee
61859948267dc912d02a4e39,Poa,,,618595fb267dc912d02a4695
61859948267dc912d02a4e3a,Podocapus,,,618595fb267dc912d02a46e2
61859948267dc912d02a4e3b,Podocarpus,,,618595fb267dc912d02a46d6
61859948267dc912d02a4e3c,Podochilus,,,618595fb267dc912d02a4696
61859948267dc912d02a4e3d,Podophyllum,,,618595fb267dc912d02a4697
61859948267dc912d02a4e3e,Pogonatherium,,,618595fb267dc912d02a4697
61859948267dc912d02a4e3f,Pogonatherum,,,618595fb267dc912d02a4680
61859948267dc912d02a4e40,Pogostemon,,,618595fb267dc912d02a46f6
61859948267dc912d02a4e41,Poicilospermum,,,618595fb267dc912d02a4696
61859948267dc912d02a4e42,Poikilospermum,Dái khỉ,,618595fb267dc912d02a4696
61859948267dc912d02a4e43,Poilannammia,,,618595fb267dc912d02a4647
61859948267dc912d02a4e44,Polianthes,,,618595fb267dc912d02a46e2
61859948267dc912d02a4e45,Pollia,,,618595fb267dc912d02a46e2
61859948267dc912d02a4e46,Pollianthes,,,618595fb267dc912d02a4662
61859948267dc912d02a4e47,Polyalthia,,,618595fb267dc912d02a46f5
61859948267dc912d02a4e48,Polycaarpae,,,618595fb267dc912d02a46be
61859948267dc912d02a4e49,Polycarpae,,,618595fb267dc912d02a46fc
61859948267dc912d02a4e4a,Polycarpaea,,,618595fb267dc912d02a46e0
61859948267dc912d02a4e4b,Polycarpon,,,618595fb267dc912d02a46ae
61859948267dc912d02a4e4c,Polycias,,,618595fb267dc912d02a46ae
61859948267dc912d02a4e4d,Polycyas,,,618595fb267dc912d02a46ae
61859948267dc912d02a4e4e,Polygala,,,618595fb267dc912d02a46ae
61859948267dc912d02a4e4f,Polygonatum,,,618595fb267dc912d02a46e6
61859948267dc912d02a4e50,Polygonum,,,618595fb267dc912d02a46e6
61859948267dc912d02a4e51,Polyosma,,,618595fb267dc912d02a469a
61859948267dc912d02a4e52,Polypodium,,,618595fb267dc912d02a46c0
61859948267dc912d02a4e53,Polypogon,,,618595fb267dc912d02a469b
61859948267dc912d02a4e54,Polyscias,,,618595fb267dc912d02a4621
61859948267dc912d02a4e55,Polyspora,Đa tử hương,,618595fb267dc912d02a469c
61859948267dc912d02a4e56,Polystachya,,,618595fb267dc912d02a4696
61859948267dc912d02a4e57,Polystichopsis,,,618595fb267dc912d02a46e6
61859948267dc912d02a4e58,Polystichum,,,618595fb267dc912d02a4602
61859948267dc912d02a4e59,Polytoca,,,618595fb267dc912d02a4680
61859948267dc912d02a4e5a,Polytrema,,,618595fb267dc912d02a4615
61859948267dc912d02a4e5b,Polytrias,,,618595fb267dc912d02a4615
61859948267dc912d02a4e5c,Pomaltocalpa,,,618595fb267dc912d02a4696
61859948267dc912d02a4e5d,Pomatocalpa,,,618595fb267dc912d02a46f7
61859948267dc912d02a4e5e,Pometia,,,618595fb267dc912d02a4696
61859948267dc912d02a4e5f,Pongamia,,,618595fb267dc912d02a4680
61859948267dc912d02a4e60,Popowia,,,618595fb267dc912d02a4680
61859948267dc912d02a4e61,Porana,,,618595fb267dc912d02a46b6
61859948267dc912d02a4e62,Porpax,,,618595fb267dc912d02a4624
61859948267dc912d02a4e63,Portulaca,,,618595fb267dc912d02a46e0
61859948267dc912d02a4e64,Potameia,,,618595fb267dc912d02a46c1
61859948267dc912d02a4e65,Potamogeton,,,618595fb267dc912d02a4680
61859948267dc912d02a4e66,Pothos,,,618595fb267dc912d02a469e
61859948267dc912d02a4e67,Pottsia,,,618595fb267dc912d02a4649
61859948267dc912d02a4e68,Pouteria,,,618595fb267dc912d02a46a0
61859948267dc912d02a4e69,Pouzolzia,,,618595fb267dc912d02a46bf
61859948267dc912d02a4e6a,Pratia,,,618595fb267dc912d02a46e2
61859948267dc912d02a4e6b,Pratica,,,618595fb267dc912d02a46b7
61859948267dc912d02a4e6c,Premna,,,618595fb267dc912d02a46e2
61859948267dc912d02a4e6d,Prenanthes,,,618595fb267dc912d02a46a6
61859948267dc912d02a4e6e,Primula,,,618595fb267dc912d02a4652
61859948267dc912d02a4e6f,Primulina,,,618595fb267dc912d02a46e4
61859948267dc912d02a4e70,Prismatomeris,,,618595fb267dc912d02a46ee
61859948267dc912d02a4e71,Pristiglottis,,,618595fb267dc912d02a46a1
61859948267dc912d02a4e72,Procris,,,618595fb267dc912d02a462b
61859948267dc912d02a4e73,Pronephrium,,,618595fb267dc912d02a46ae
61859948267dc912d02a4e74,Prosaptia,,,618595fb267dc912d02a4680
61859948267dc912d02a4e75,Protium,,,618595fb267dc912d02a46e2
61859948267dc912d02a4e76,Prunella,,,618595fb267dc912d02a46d6
61859948267dc912d02a4e77,Prunus,,,618595fb267dc912d02a469c
61859948267dc912d02a4e78,Pseudechinochlaena,,,618595fb267dc912d02a469f
61859948267dc912d02a4e79,Pseudechinolaena,,,618595fb267dc912d02a4647
61859948267dc912d02a4e7a,Pseuderanthemum,,,618595fb267dc912d02a46ad
61859948267dc912d02a4e7b,Pseudo-ephantopus,,,618595fb267dc912d02a4696
61859948267dc912d02a4e7c,Pseudobambusa,,,618595fb267dc912d02a4696
61859948267dc912d02a4e7d,Pseudodissochaeta,,,618595fb267dc912d02a46f7
61859948267dc912d02a4e7e,Pseudodracontium,,,618595fb267dc912d02a46ee
61859948267dc912d02a4e7f,Pseudopanax,,,618595fb267dc912d02a4696
61859948267dc912d02a4e80,Pseudopogonatherum,,,618595fb267dc912d02a4662
61859948267dc912d02a4e81,Pseudoraphis,,,618595fb267dc912d02a46bf
61859948267dc912d02a4e82,Pseudosarcolobus,,,618595fb267dc912d02a46e6
61859948267dc912d02a4e83,Pseudosasa,,,618595fb267dc912d02a4696
61859948267dc912d02a4e84,Pseudosorghum,,,618595fb267dc912d02a4696
61859948267dc912d02a4e85,Pseudotsuga,,,618595fb267dc912d02a46ea
61859948267dc912d02a4e86,Pseudoxytenanthera,,,618595fb267dc912d02a4696
61859948267dc912d02a4e87,Pseuduvaria,,,618595fb267dc912d02a4696
61859948267dc912d02a4e88,Psidium,,,618595fb267dc912d02a468f
61859948267dc912d02a4e89,Psiloesthes,,,618595fb267dc912d02a4696
61859948267dc912d02a4e8a,Psilotrichopsis,,,618595fb267dc912d02a46e0
61859948267dc912d02a4e8b,Psilotrichum,,,618595fb267dc912d02a4670
61859948267dc912d02a4e8c,Psilotum,,,618595fb267dc912d02a46f7
61859948267dc912d02a4e8d,Psophocarpus,,,618595fb267dc912d02a46da
61859948267dc912d02a4e8e,Psychotria,,,618595fb267dc912d02a46da
61859948267dc912d02a4e8f,Pteridium,,,618595fb267dc912d02a46a3
61859948267dc912d02a4e90,Pteridrys,,,618595fb267dc912d02a4624
61859948267dc912d02a4e91,Pteris,,,618595fb267dc912d02a46ae
61859948267dc912d02a4e92,Pternopetalum,,,618595fb267dc912d02a460a
61859948267dc912d02a4e93,Pterocarpus,,,618595fb267dc912d02a4615
61859948267dc912d02a4e94,Pterocarya,,,618595fb267dc912d02a46d6
61859948267dc912d02a4e95,Pterocaulon,,,618595fb267dc912d02a46e1
61859948267dc912d02a4e96,Pterocera,,,618595fb267dc912d02a4624
61859948267dc912d02a4e97,Pteroceras,,,618595fb267dc912d02a4645
61859948267dc912d02a4e98,Pterocymbium,,,618595fb267dc912d02a46ee
61859948267dc912d02a4e99,Pterolobium,,,618595fb267dc912d02a4680
61859948267dc912d02a4e9a,Pterospermum,,,618595fb267dc912d02a4680
61859948267dc912d02a4e9b,Pterygocalyx,,,618595fb267dc912d02a46ca
61859948267dc912d02a4e9c,Ptychopyxis,,,618595fb267dc912d02a46a3
61859948267dc912d02a4e9d,Ptychosperma,,,618595fb267dc912d02a46ca
61859948267dc912d02a4e9e,Ptyssiglottis,,,618595fb267dc912d02a4629
61859948267dc912d02a4e9f,Pueraria,,,618595fb267dc912d02a4623
61859948267dc912d02a4ea0,Pulicaria,,,618595fb267dc912d02a46e8
61859948267dc912d02a4ea1,Punica,,,618595fb267dc912d02a46f7
61859948267dc912d02a4ea2,Pycnarrhena,,,618595fb267dc912d02a4624
61859948267dc912d02a4ea3,Pycnospora,,,618595fb267dc912d02a46ee
